author_anonymous,package_id,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time
qRkTnNZf,1997318,SUBTITLE,VIDEO,STANDARD,en,en,hu,42.6,2022-07-09,2022-07-13,2022-07-13,1
mGqIaYCC,2045382,SUBTITLE,VIDEO,STANDARD,en,en,de,42.7,2022-07-12,2022-07-13,2022-07-14,1
NOooqeZL,2046256,SUBTITLE,VIDEO,STANDARD,en,en,en,45.0,2022-07-12,2022-07-13,2022-07-15,1
LeinCivl,2035188,SUBTITLE,VIDEO,STANDARD,pt-BR,en,cs,47.5,2022-07-11,2022-07-13,2022-07-15,1
qRkTnNZf,2046256,SUBTITLE,VIDEO,STANDARD,en,en,hu,45.0,2022-07-12,2022-07-13,2022-07-18,1
VXBEuyvt,2058551,SUBTITLE,VIDEO,STANDARD,ko,en,pl,51.7,2022-07-11,2022-07-13,2022-07-13,1
IVvLUKNn,2042736,SUBTITLE,VIDEO,STANDARD,en,en,cs,37.3,2022-07-11,2022-07-13,2022-07-14,1
cAFqECkn,2065421,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,29.8,2022-07-12,2022-07-13,2022-07-14,1
WjJUvQTW,2058551,SUBTITLE,VIDEO,STANDARD,ko,en,cs,51.7,2022-07-11,2022-07-13,2022-07-13,1
cAFqECkn,2027739,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,15.8,2022-07-11,2022-07-13,2022-07-19,1
cAFqECkn,2027731,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,16.5,2022-07-12,2022-07-13,2022-07-19,1
jscftwJy,2025073,SUBTITLE,VIDEO,STANDARD,ko,en,hu,42.6,2022-06-24,2022-07-13,2022-07-22,1
cAFqECkn,2027740,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,15.4,2022-07-12,2022-07-13,2022-07-19,1
hknphKFV,1997318,SUBTITLE,VIDEO,STANDARD,en,en,ms,42.6,2022-07-10,2022-07-13,2022-07-13,1
jscftwJy,2025072,SUBTITLE,VIDEO,STANDARD,ko,en,hu,48.4,2022-06-26,2022-07-13,2022-07-22,1
MsPBQEUl,2025137,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,58.4,2022-06-22,2022-07-13,2022-07-13,1
MsPBQEUl,2025135,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,69.4,2022-06-22,2022-07-13,2022-07-13,1
qtZexWHA,1967475,SUBTITLE,VIDEO,STANDARD,ja,en,nb,23.8,2022-07-09,2022-07-13,2022-07-13,1
IzxwlXkp,2065419,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,30.3,2022-07-12,2022-07-13,2022-07-13,1
qtZexWHA,2043634,SUBTITLE,VIDEO,STANDARD,tr,en,nb,101.7,2022-07-05,2022-07-13,2022-07-13,1
oXKSBqOu,2042736,SUBTITLE,VIDEO,STANDARD,en,en,hr,37.3,2022-07-11,2022-07-13,2022-07-14,1
qtZexWHA,2000076,SUBTITLE,VIDEO,STANDARD,fi,en,nb,47.9,2022-07-09,2022-07-13,2022-07-13,1
cAFqECkn,1979839,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,48.8,2022-07-09,2022-07-14,2022-07-14,1
IzxwlXkp,2065414,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,30.8,2022-07-13,2022-07-14,2022-07-14,1
cAFqECkn,2027732,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,16.9,2022-07-11,2022-07-14,2022-07-27,1
oXKSBqOu,2046258,SUBTITLE,VIDEO,STANDARD,en,en,hr,45.2,2022-07-11,2022-07-14,2022-07-15,1
cAFqECkn,2027736,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,17.1,2022-07-13,2022-07-14,2022-07-27,1
cAFqECkn,2027730,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,16.2,2022-07-12,2022-07-14,2022-07-27,1
hAwJZYfz,2031044,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,35.3,2022-07-12,2022-07-14,2022-07-16,1
ggZfVlmS,2025070,SUBTITLE,VIDEO,STANDARD,ko,en,pl,47.2,2022-07-12,2022-07-14,2022-07-15,1
ZMnioVxt,1996853,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,23.2,2022-07-13,2022-07-14,2022-07-15,1
PXaUFTYh,2075649,SUBTITLE,VIDEO,STANDARD,en,en,de,114.0,2022-07-12,2022-07-14,2022-07-18,1
NDTRCxBS,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,23.8,2022-07-13,2022-07-14,2022-07-18,1
JBRLRJRH,2068280,SUBTITLE,VIDEO,STANDARD,en,en,pl,29.8,2022-07-10,2022-07-14,2022-07-14,1
eSgINOPj,1979839,SUBTITLE,VIDEO,STANDARD,en,en,fi,48.8,2022-07-14,2022-07-14,2022-07-14,1
OsbxBWsm,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,pl,23.8,2022-07-11,2022-07-14,2022-07-18,1
qppurxmQ,2065421,SUBTITLE,VIDEO,STANDARD,en,en,uk,29.8,2022-07-12,2022-07-14,2022-07-14,1
ZMnioVxt,1996854,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,23.1,2022-07-12,2022-07-14,2022-07-15,1
zRIcFzmH,2047575,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,37.8,2022-07-10,2022-07-14,2022-07-14,1
xGKmlmID,2031420,SUBTITLE,VIDEO,STANDARD,en,en,ms,36.3,2022-07-11,2022-07-14,2022-07-14,1
HKHqeEnW,2000077,SUBTITLE,VIDEO,STANDARD,fi,en,fil,43.9,2022-07-12,2022-07-14,2022-07-15,1
NDTRCxBS,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,23.8,2022-07-11,2022-07-14,2022-07-18,1
bupodRDJ,2056706,SUBTITLE,VIDEO,STANDARD,pt-BR,en,cs,75.4,2022-07-06,2022-07-14,2022-07-14,1
qtZexWHA,2058551,SUBTITLE,VIDEO,STANDARD,ko,en,nb,51.7,2022-07-11,2022-07-14,2022-07-14,1
fNhOCwCF,1991191,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,60.4,2022-07-12,2022-07-14,2022-07-15,1
jfmKIcXH,1967475,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,23.8,2022-07-07,2022-07-14,2022-07-15,1
BNvwTxAh,2068286,SUBTITLE,VIDEO,STANDARD,en,en,cs,33.3,2022-07-12,2022-07-14,2022-07-15,1
NOooqeZL,2046264,SUBTITLE,VIDEO,STANDARD,en,en,en,45.9,2022-07-13,2022-07-14,2022-07-15,1
pacwxYMS,1482975,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,23.5,2022-07-07,2022-07-14,2022-07-14,1
jscftwJy,2042741,SUBTITLE,VIDEO,STANDARD,en,en,hu,29.7,2022-07-06,2022-07-14,2022-07-15,1
JuRJhyjj,2061443,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,pl,en,34.6,2022-07-12,2022-07-14,2022-07-14,1
NDTRCxBS,2050533,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,38.1,2022-07-06,2022-07-14,2022-07-26,1
gpGfSHCP,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,fil,123.5,2022-07-12,2022-07-14,2022-07-18,1
auqVUdUn,1483070,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.5,2022-07-11,2022-07-14,2022-09-01,1
hAwJZYfz,2061326,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,43.0,2022-07-11,2022-07-14,2022-07-18,1
ZMnioVxt,2029913,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,39.1,2022-07-09,2022-07-14,2022-07-14,1
TXIiIPWK,2026560,SUBTITLE,VIDEO,STANDARD,es,en,pt-BR,48.7,2022-07-12,2022-07-15,2022-07-15,1
sZXeTfAy,1693106,SUBTITLE,VIDEO,STANDARD,en,en,ko,76.6,2022-07-07,2022-07-15,2022-07-15,1
JKCRgMHz,2055630,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,47.4,2022-07-08,2022-07-15,2022-07-15,1
QtfPDJyS,1996810,SUBTITLE,VIDEO,STANDARD,en,en,pl,31.6,2022-07-13,2022-07-15,2022-07-15,1
qFSdPvVi,2058552,SUBTITLE,VIDEO,STANDARD,ko,en,ro,60.9,2022-07-05,2022-07-15,2022-07-15,1
gpGfSHCP,1875741,SUBTITLE,VIDEO,STANDARD,ko,en,fil,101.8,2022-07-06,2022-07-15,2022-07-19,1
QtfPDJyS,1996806,SUBTITLE,VIDEO,STANDARD,en,en,pl,31.7,2022-07-11,2022-07-15,2022-07-15,1
IVvLUKNn,2042734,SUBTITLE,VIDEO,STANDARD,en,en,cs,35.9,2022-07-13,2022-07-15,2022-07-16,1
QtfPDJyS,1996811,SUBTITLE,VIDEO,STANDARD,en,en,pl,31.4,2022-07-14,2022-07-15,2022-07-15,1
zJfTdtbL,2077023,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,36.8,2022-07-11,2022-07-15,2022-07-16,1
nVkQZfeK,2088851,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,58.4,2022-07-12,2022-07-15,2022-07-15,1
cAFqECkn,2027738,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,15.5,2022-07-13,2022-07-15,2022-08-01,1
zJfTdtbL,2077021,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,41.8,2022-06-30,2022-07-15,2022-07-16,1
MXYVvAOq,1828696,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,en,71.5,2022-07-10,2022-07-15,2022-07-15,1
oXKSBqOu,2042734,SUBTITLE,VIDEO,STANDARD,en,en,hr,35.9,2022-07-13,2022-07-15,2022-07-16,1
BdoAvALH,1996807,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,31.6,2022-07-09,2022-07-15,2022-07-17,1
qtZexWHA,2000077,SUBTITLE,VIDEO,STANDARD,fi,en,nb,43.9,2022-07-13,2022-07-15,2022-07-15,1
LgWKloLQ,2031044,SUBTITLE,VIDEO,STANDARD,es-ES,en,hr,35.3,2022-07-12,2022-07-15,2022-07-16,1
dNvmerab,2068286,SUBTITLE,VIDEO,STANDARD,en,en,ko,33.3,2022-07-12,2022-07-15,2022-07-16,1
rYcGUOmE,2051863,SUBTITLE,VIDEO,STANDARD,en,en,ko,123.8,2022-07-07,2022-07-15,2022-07-15,1
GBxcemnM,2066210,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,de,en-GB,56.0,2022-07-12,2022-07-15,2022-07-16,1
yNGtTaDf,2042734,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,35.9,2022-07-13,2022-07-15,2022-07-16,1
yJlYErnx,2000068,SUBTITLE,VIDEO,STANDARD,fi,en,it,42.9,2022-07-15,2022-07-15,2022-07-16,1
LeinCivl,2035189,SUBTITLE,VIDEO,STANDARD,pt-BR,en,cs,47.5,2022-07-13,2022-07-15,2022-07-15,1
yJlYErnx,2000056,SUBTITLE,VIDEO,STANDARD,fi,en,it,43.6,2022-07-15,2022-07-15,2022-07-16,1
TDsIUrkf,2025763,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,51.4,2022-07-12,2022-07-15,2022-07-15,1
kJlWkbgZ,2073199,SUBTITLE,VIDEO,STANDARD,en,en,uk,31.4,2022-07-12,2022-07-15,2022-07-15,1
PXaUFTYh,1693103,SUBTITLE,VIDEO,STANDARD,en,en,de,63.2,2022-07-04,2022-07-15,2022-07-23,1
bYkUJEKd,2060239,SUBTITLE,VIDEO,STANDARD,es,en,cs,53.6,2022-07-12,2022-07-15,2022-07-15,1
fNhOCwCF,1991188,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,58.9,2022-07-13,2022-07-15,2022-07-18,1
yJlYErnx,2046258,SUBTITLE,VIDEO,STANDARD,en,en,it,45.2,2022-07-09,2022-07-15,2022-07-15,1
IOeicxmU,2000076,SUBTITLE,VIDEO,STANDARD,fi,en,zh-Hans,47.9,2022-07-10,2022-07-15,2022-07-15,1
IOeicxmU,2000070,SUBTITLE,VIDEO,STANDARD,fi,en,zh-Hans,44.6,2022-06-27,2022-07-15,2022-07-15,1
qtZexWHA,2045382,SUBTITLE,VIDEO,STANDARD,en,en,nb,42.7,2022-06-26,2022-07-15,2022-07-15,1
BOYzMCiQ,1996853,SUBTITLE,VIDEO,STANDARD,en,en,uk,23.2,2022-07-13,2022-07-15,2022-07-15,1
BOYzMCiQ,1996854,SUBTITLE,VIDEO,STANDARD,en,en,uk,23.1,2022-07-12,2022-07-15,2022-07-15,1
qtZexWHA,2045383,SUBTITLE,VIDEO,STANDARD,en,en,nb,44.3,2022-06-26,2022-07-15,2022-07-15,1
LZqbKCua,2000076,SUBTITLE,VIDEO,STANDARD,fi,en,pl,47.9,2022-07-13,2022-07-15,2022-07-26,1
iefYtEpY,2058545,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,62.9,2022-07-08,2022-07-15,2022-07-21,1
pacwxYMS,1483025,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,23.5,2022-07-08,2022-07-16,2022-07-18,1
zJfTdtbL,2077024,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,35.3,2022-07-14,2022-07-16,2022-07-16,1
tgShWguZ,2042327,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,35.2,2022-07-05,2022-07-16,2022-07-26,1
PXaUFTYh,1693108,SUBTITLE,VIDEO,STANDARD,en,en,de,59.6,2022-07-06,2022-07-16,2022-07-23,1
RWbbewLb,2064683,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,119.0,2022-07-04,2022-07-16,2022-07-16,1
PXaUFTYh,1693110,SUBTITLE,VIDEO,STANDARD,en,en,de,68.5,2022-07-08,2022-07-16,2022-07-30,1
OsbxBWsm,2031439,SUBTITLE,VIDEO,STANDARD,en,en,pl,36.9,2022-07-12,2022-07-16,2022-07-18,1
BdoAvALH,1996806,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,31.7,2022-07-11,2022-07-16,2022-07-17,1
OsbxBWsm,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,pl,23.8,2022-07-13,2022-07-16,2022-07-18,1
bYkUJEKd,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,cs,23.8,2022-07-15,2022-07-16,2022-07-18,1
PHwKorTW,2024918,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,102.0,2022-07-08,2022-07-16,2022-07-16,1
bYkUJEKd,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,cs,23.8,2022-07-16,2022-07-17,2022-07-18,1
NDTRCxBS,2045604,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,21.5,2022-07-14,2022-07-17,2022-07-18,1
fJvBahzq,2061321,SUBTITLE,VIDEO,STANDARD,en,en,hu,53.5,2022-07-11,2022-07-17,2022-07-18,1
zcBtsDiy,2075649,SUBTITLE,VIDEO,STANDARD,en,en,ru,114.0,2022-06-25,2022-07-17,2022-07-18,1
fJvBahzq,2061324,SUBTITLE,VIDEO,STANDARD,en,en,hu,51.3,2022-07-06,2022-07-17,2022-07-18,1
sWoSUzWb,2058549,SUBTITLE,VIDEO,STANDARD,ko,en,pt-BR,68.8,2022-07-14,2022-07-17,2022-07-19,1
fYuukUBj,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,ko,23.8,2022-07-12,2022-07-17,2022-07-18,1
NDTRCxBS,2050518,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,35.4,2022-07-12,2022-07-17,2022-07-26,1
auqVUdUn,1483373,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.5,2022-07-14,2022-07-17,2022-09-01,1
NDTRCxBS,1967477,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,23.8,2022-07-15,2022-07-17,2022-07-20,1
kuaPoeON,2061444,SUBTITLE,VIDEO,STANDARD,pl,en,ro,27.6,2022-07-16,2022-07-17,2022-07-18,1
lCBTeeqW,1820301,SUBTITLE,VIDEO,STANDARD,ko,en,fil,67.3,2022-07-11,2022-07-18,2022-08-01,1
gpGfSHCP,1944608,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,46.7,2022-07-16,2022-07-18,2022-08-30,1
IUbMxeZw,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,hr,23.8,2022-07-16,2022-07-18,2022-07-18,1
hAwJZYfz,2080776,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,86.4,2022-07-14,2022-07-18,2022-07-25,1
IUbMxeZw,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,hr,23.8,2022-07-12,2022-07-18,2022-07-18,1
zJfTdtbL,2040530,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,115.5,2022-07-06,2022-07-18,2022-07-18,1
BOYzMCiQ,1996840,SUBTITLE,VIDEO,STANDARD,en,en,uk,22.3,2022-07-15,2022-07-18,2022-07-18,1
FENNGAGr,2033264,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,28.3,2022-07-12,2022-07-18,2022-07-19,1
hAwJZYfz,2031045,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,33.3,2022-07-15,2022-07-18,2022-07-21,1
eSgINOPj,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,fi,123.5,2022-07-17,2022-07-18,2022-07-18,1
hknphKFV,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,ms,23.8,2022-07-14,2022-07-18,2022-07-18,1
yJlYErnx,2000063,SUBTITLE,VIDEO,STANDARD,fi,en,it,45.3,2022-07-15,2022-07-18,2022-07-16,0
hknphKFV,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,ms,23.8,2022-07-13,2022-07-18,2022-07-18,1
ggZfVlmS,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,pl,123.5,2022-07-14,2022-07-18,2022-07-18,1
HgwdwfKB,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,ro,123.5,2022-07-08,2022-07-18,2022-07-18,1
dmplGaMS,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,hr,123.5,2022-07-08,2022-07-18,2022-07-18,1
zJfTdtbL,2077020,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,36.5,2022-07-16,2022-07-18,2022-07-18,1
KsShAUXR,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.8,2022-07-15,2022-07-18,2022-07-18,1
KsShAUXR,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.8,2022-07-13,2022-07-18,2022-07-18,1
emwCzgaw,2066293,SUBTITLE,VIDEO,STANDARD,en,en,hu,46.3,2022-07-14,2022-07-18,2022-07-18,1
JKCRgMHz,2055637,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,50.8,2022-07-14,2022-07-18,2022-07-19,1
SfDZUeDu,2066293,SUBTITLE,VIDEO,STANDARD,en,en,ko,46.3,2022-07-13,2022-07-18,2022-07-19,1
fNhOCwCF,2068059,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,19.6,2022-07-16,2022-07-18,3050-01-03,1
jAfMUuOW,2066293,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,46.3,2022-07-14,2022-07-18,2022-07-19,1
iefYtEpY,2058549,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,68.8,2022-07-05,2022-07-18,2022-07-20,1
oYcFVCcY,1684475,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,en,50.9,2022-06-13,2022-07-18,2022-07-22,1
EMIzboRV,2066711,SUBTITLE,VIDEO,STANDARD,es,en,cs,97.1,2022-07-14,2022-07-18,2022-07-23,1
cysanZTi,2075203,SUBTITLE,VIDEO,STANDARD,fr,en,ko,52.5,2022-07-12,2022-07-18,2022-07-18,1
fYuukUBj,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,ko,23.8,2022-07-17,2022-07-18,2022-07-18,1
FtIiYYcj,2027740,SUBTITLE,VIDEO,STANDARD,en,en,pl,15.4,2022-07-15,2022-07-18,2022-07-19,1
oYcFVCcY,1994343,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,en,61.1,2022-05-30,2022-07-18,2022-07-21,1
FtIiYYcj,2027739,SUBTITLE,VIDEO,STANDARD,en,en,pl,15.8,2022-07-14,2022-07-18,2022-07-19,1
pjggWKgG,2024918,SUBTITLE,VIDEO,STANDARD,en,en,ko,102.0,2022-07-08,2022-07-18,2022-07-17,0
FtIiYYcj,2027731,SUBTITLE,VIDEO,STANDARD,en,en,pl,16.5,2022-07-11,2022-07-18,2022-07-19,1
pacwxYMS,1483374,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,23.3,2022-07-09,2022-07-18,2022-07-20,1
mGqIaYCC,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,de,123.5,2022-07-10,2022-07-18,2022-07-18,1
JuRJhyjj,2061446,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,pl,en,30.3,2022-07-15,2022-07-18,2022-07-18,1
qqGLQCrL,1584101,SUBTITLE,VIDEO,STANDARD,ja,en,fil,134.4,2022-06-17,2022-07-18,2022-07-18,1
RMmegNGd,2013400,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,ko,en,138.1,2022-07-05,2022-07-18,2022-07-26,1
kuaPoeON,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,ro,23.8,2022-07-17,2022-07-18,2022-07-18,1
hAwJZYfz,2066293,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,46.3,2022-07-14,2022-07-18,2022-07-18,1
jxlEGaPO,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,hu,23.8,2022-07-16,2022-07-18,2022-07-18,1
cAFqECkn,2065419,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,30.3,2022-07-16,2022-07-18,2022-07-19,1
wjGCMHzJ,2047859,SUBTITLE,VIDEO,STANDARD,es,en,hu,33.6,2022-07-14,2022-07-18,2022-07-19,1
ZMnioVxt,2029911,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,48.1,2022-07-14,2022-07-18,2022-07-22,1
kuaPoeON,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,ro,23.8,2022-07-18,2022-07-18,2022-07-18,1
jscftwJy,2042735,SUBTITLE,VIDEO,STANDARD,en,en,hu,36.7,2022-07-11,2022-07-18,2022-07-19,1
jxlEGaPO,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,hu,23.8,2022-07-14,2022-07-18,2022-07-18,1
SfDZUeDu,2061444,SUBTITLE,VIDEO,STANDARD,pl,en,ko,27.6,2022-07-15,2022-07-18,2022-07-18,1
qzynioFi,2047778,CLOSED_CAPTIONING,VIDEO,STANDARD,pl,pl,pl,101.0,2022-07-08,2022-07-18,2022-07-20,1
LgWKloLQ,2061444,SUBTITLE,VIDEO,STANDARD,pl,en,hr,27.6,2022-07-15,2022-07-18,2022-07-18,1
KLjyMfXP,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,it,23.8,2022-07-13,2022-07-18,2022-07-18,1
cAFqECkn,2027733,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,14.4,2022-07-15,2022-07-18,2022-08-01,1
qppurxmQ,2065419,SUBTITLE,VIDEO,STANDARD,en,en,uk,30.3,2022-07-14,2022-07-18,2022-07-19,1
bYkUJEKd,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,cs,123.5,2022-07-16,2022-07-18,2022-07-18,1
pvSCHQoU,2061444,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hant,27.6,2022-07-15,2022-07-18,2022-07-18,1
oYcFVCcY,1735977,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,en,81.4,2022-05-30,2022-07-18,2022-07-21,1
KLjyMfXP,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,it,23.8,2022-07-14,2022-07-18,2022-07-18,1
mGqIaYCC,2047859,SUBTITLE,VIDEO,STANDARD,es,en,de,33.6,2022-07-16,2022-07-18,2022-07-19,1
qkYEDhuk,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,hu,123.5,2022-07-08,2022-07-18,2022-07-18,1
ekAFBSFn,1711679,SUBTITLE,VIDEO,STANDARD,en,en,fil,54.5,2022-07-14,2022-07-18,2022-07-21,1
NDTRCxBS,2045605,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,23.2,2022-07-16,2022-07-18,2022-07-22,1
JvrkbvKA,2047859,SUBTITLE,VIDEO,STANDARD,es,en,nl,33.6,2022-07-15,2022-07-18,2022-07-19,1
uViEoAsb,1962018,SUBTITLE,VIDEO,STANDARD,ja,en,ru,123.5,2022-07-09,2022-07-18,2022-07-18,1
njDJmclQ,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,ru,23.8,2022-07-13,2022-07-18,2022-07-18,1
qtZexWHA,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,nb,23.8,2022-07-11,2022-07-18,2022-07-18,1
njDJmclQ,1967482,SUBTITLE,VIDEO,STANDARD,ja,en,ru,23.8,2022-07-11,2022-07-18,2022-07-18,1
qtZexWHA,1967481,SUBTITLE,VIDEO,STANDARD,ja,en,nb,23.8,2022-07-16,2022-07-18,2022-07-18,1
kJlWkbgZ,2041146,SUBTITLE,VIDEO,STANDARD,en,en,uk,46.8,2022-07-14,2022-07-19,2022-07-19,1
jxlEGaPO,1967477,SUBTITLE,VIDEO,STANDARD,ja,en,hu,23.8,2022-07-17,2022-07-19,2022-07-20,1
mzeSeRhW,1693103,SUBTITLE,VIDEO,STANDARD,en,en,it,63.2,2022-06-10,2022-07-19,2022-07-23,1
xGKmlmID,2060034,SUBTITLE,VIDEO,STANDARD,pt-BR,en,ms,63.2,2022-07-14,2022-07-19,2022-07-20,1
BdoAvALH,1996810,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,31.6,2022-07-13,2022-07-19,2022-07-20,1
FwkxmIxn,1993265,SUBTITLE,VIDEO,STANDARD,en,en,cs,45.5,2022-07-15,2022-07-19,2022-07-20,1
KLjyMfXP,1967477,SUBTITLE,VIDEO,STANDARD,ja,en,it,23.8,2022-07-17,2022-07-19,2022-07-20,1
IVvLUKNn,2042740,SUBTITLE,VIDEO,STANDARD,en,en,cs,34.9,2022-07-19,2022-07-19,2022-07-20,1
rYcGUOmE,2058801,SUBTITLE,VIDEO,STANDARD,en,en,ko,22.0,2022-07-15,2022-07-19,2022-07-19,1
RWbbewLb,2033180,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,92.8,2022-07-13,2022-07-19,2022-07-19,1
rYcGUOmE,2058802,SUBTITLE,VIDEO,STANDARD,en,en,ko,22.0,2022-07-15,2022-07-19,2022-07-19,1
gpGfSHCP,1944607,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,47.3,2022-07-18,2022-07-19,2022-08-30,1
HKHqeEnW,1808012,SUBTITLE,VIDEO,STANDARD,ko,en,fil,114.6,2022-07-11,2022-07-19,2022-07-20,1
IzxwlXkp,2065416,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,44.2,2022-07-14,2022-07-19,2022-07-20,1
zJfTdtbL,2013202,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,42.4,2022-07-13,2022-07-19,2022-07-19,1
oXKSBqOu,2042740,SUBTITLE,VIDEO,STANDARD,en,en,hr,34.9,2022-07-15,2022-07-19,2022-07-20,1
qtZexWHA,2058549,SUBTITLE,VIDEO,STANDARD,ko,en,nb,68.8,2022-07-15,2022-07-19,2022-07-19,1
